No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
3852,MPWR,Monolithic Power Systems Inc.,Technology,Semiconductor - Specialized,USA,829.17,46.74,23.85,1.87,3.89,2.91,4.47,156.45,,0,0.5,-51.6,6.52,0.53,25,13.35,1.66,6.7,35.48,31.55,6.41,-5.41,97.13,-0.23,11.23,12.44,6.17,6.88,6.75,9.76,8.44,0,0,52.81,8.78,8.43,-0.3,8.45,30.12,36.91,46.89,4.89,1.39,0.54,1.91,2.37,2.58,10.62,20.16,-1.18,39.53,-1.18,52.35,67.5,0,-0.17,2.2,284.78,0.88,23.37,-0.17,250868,2/6/2013 16:30
3853,MPX,Marine Products Corp.,Consumer Goods,"Recreational Goods, Other",USA,239.9,33.42,23.52,3.34,1.61,3.1,85.68,,1.26,,0.19,3.49,17.39,-15.06,10,-9.42,-70.93,22.25,37.78,10.84,3.02,2.7,20.1,-2.69,1.77,7.55,6.71,8.15,7.58,2.72,0.59,0,0,18.26,5.88,4.69,4.79,10.63,26.49,36.56,14.83,11.01,1.76,0.15,2.54,2.06,5.28,11.01,19.62,-2.31,25,-2.31,41.96,68.7,-0.31,0.31,2,25.38,0.64,6.35,0,16353,1/23/2013 8:30
3854,MQT,"BlackRock MuniYield Quality Fund II, Inc.",Financial,Closed-End Fund - Debt,USA,337.6,4.87,,,14.73,1.06,,,5.54,,3.08,,,,,,,1.4,22.52,19.59,15.88,,18.91,-17.77,0.03,0.11,,,,,,,,,,,0.07,3.82,0.41,4.32,14.7,4.32,0.14,0.17,0.93,1.1,0.9,0.19,4.9,-7.37,6.02,-7.37,21.3,50.02,-1.76,0.13,,60.44,1.59,14.99,-1.63,95854,
3855,MQY,"BlackRock MuniYield Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,541.14,5.17,,,15.12,1.09,,,5.43,,3.42,,,,,,,1.3,30.59,30.59,9.47,0,11.92,-29.69,0.32,1.15,,,,,,,,,,,-1.06,3.03,1.2,8.06,17.7,0.74,0.15,0.26,1.13,1.41,-1.34,-0.3,5.44,-3.75,6.88,-3.75,25.97,43.4,-1.83,-0.44,,84.52,1.12,17.69,-2.27,95051,
3856,MR,Mindray Medical International Limited,Healthcare,Medical Instruments & Supplies,China,4512.62,26.63,19.46,1.55,4.48,3.53,6.04,28.68,0.94,15.09,1.44,6.39,16.57,24.46,17.21,35.89,-4.38,17.7,117.7,85.69,2.8,,,0.61,8.11,11.6,11.17,14.57,13.78,3.44,3.03,0.07,0.11,55.65,17.81,17.1,8.4,18.08,14.14,31.03,29.92,17.25,1.23,1.04,2.84,3.28,12.2,13.08,16.8,0.37,33.82,0.37,46.5,74.81,0.45,0.24,1.9,598.55,1.03,38.34,0.68,617382,2/25/2013
3857,MRC,MRC Global Inc.,Industrial Goods,Machine Tools & Accessories,USA,3159.69,23.06,12.5,1.54,0.57,2.66,85.77,109.6,,0,1.35,155.75,31.05,-3.65,15,23.04,110.69,6.22,101.5,101.31,0.01,-99.99,73.86,1.81,2.57,5.11,3.78,13.42,4.84,2.72,1.33,1.07,1.07,16.92,5.91,2.3,1.8,14.41,29.44,36.18,,12.06,,0.73,1.84,2.87,6.53,12.59,32.06,-1.92,32.81,-1.92,63.5,73.91,-0.64,-0.06,1.7,509.41,0.45,31.13,-0.7,228901,2/21/2013 16:30
3858,MRCY,"Mercury Computer Systems, Inc.",Technology,Computer Peripherals,USA,253.73,18.74,23.15,1.1,1.03,0.72,8.3,28.48,,0,0.42,6.47,172.3,-4.93,17,4.07,-372.74,0.62,32.24,31.83,4.43,78.92,84.96,-1.26,4.55,10.38,3.44,4.02,3.79,3.93,2.82,0,0,51.64,6.26,5.21,0.13,-12.75,-16.1,-29.29,-41.27,-14.46,1.61,0.28,2.38,3.38,-5.77,-7.86,-23.71,-17.07,0.9,-47.5,4.93,33.66,-0.38,-0.25,2.6,139.52,0.51,7.87,-0.63,71505,1/29/2013 16:30
3859,MRF,American Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,83.06,12.72,,,12.68,1.03,553.73,20.31,6.49,89.33,0.69,-3.54,,11.29,,-0.25,119,-7.27,9.46,9.46,,,17.04,1.26,0.17,0.57,5.86,8.14,8.14,,,0,0,92.17,84.94,99.45,1.15,4.28,3.29,13.29,20.11,4.9,0.24,0.16,1.89,1.89,2.29,3.62,10.12,-1.57,12.39,-1.57,21.54,59.93,0.23,0.23,,28.46,0.74,8.78,0.46,20970,
3860,MRGE,Merge Healthcare Incorporated,Technology,Healthcare Information Services,USA,262.57,,,,1.06,2.85,5.97,,,,-0.14,73.75,100,-5,12,25.61,-264.58,0.53,93.11,62.76,25.79,-69.24,39.98,0.4,11.66,11.95,-2.88,-14.35,-3.69,1.51,1.47,2.7,2.7,59.33,9.39,-5.16,1.08,8.05,-14.02,-2.08,-48.07,14.17,0.79,0.11,2.17,3.72,5.11,-0.43,-10.46,-18.73,17.01,-59.13,28.18,51.51,1.08,0.36,2.4,612.18,1.24,2.82,1.44,760249,2/11/2013
3861,MRH,Montpelier Re Holdings Ltd.,Financial,Property & Casualty Insurance,Bermuda,1341.92,5.42,10.16,0.49,1.7,0.8,3.24,7.89,1.9,9.38,4.46,-167.69,12.26,-0.56,11,-0.03,216.61,45.89,55.52,53.88,3.05,-2.87,99.32,0.09,3.36,5.22,7.36,17.79,,,,0.2,0.2,,35.43,35.34,1.81,5.41,3.38,17.5,45.43,5.73,0.63,0.39,1.45,1.54,2.54,8.04,12.81,-1.31,20.18,-1.31,45.41,71.64,0.12,-0.08,3,346.61,0.93,24.17,0.04,323294,2/7/2013 16:30
3862,MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - Major,USA,130510.21,19.51,11.67,5.58,2.73,2.34,7.2,27.97,4.01,71.2,2.2,634.53,-3.16,-0.04,3.5,16.24,2.77,-4.44,3040.07,3038.65,0.01,-6.17,75.2,0.07,0.6,1.43,6.48,12.21,7.84,2.32,1.89,0.32,0.35,76.27,18.79,14.41,-0.12,3.85,-5.54,2.65,15.62,4.86,0.59,0.63,1.28,1.42,1.22,-0.24,2.85,-4.72,7.27,-9.7,21.18,51.77,-0.95,-0.28,2.1,12742.81,0.93,42.93,-1.22,11825400,2/1/2013 8:30
3863,MRLN,Marlin Business Services Corp.,Financial,Mortgage Investment,USA,270.98,26.92,14.57,2.24,4.37,1.58,3.87,,1.5,34.32,0.79,8.68,53.68,-20.48,12,-10.32,87.23,17.46,12.74,9.44,7.31,-1,68.48,0.23,1.35,4.63,1.92,5.76,3.85,,,0.19,0.19,87.45,27.09,16.32,-3.67,17.06,5.24,42.75,56.17,6.03,0.75,0.72,3.54,3.68,-0.03,11.66,23.18,-6.79,37.85,-7.48,61.72,57.05,-0.7,1.47,1,27.52,0.45,21.27,0.76,12468,1/31/2013 8:30
3864,MRNA,"Marina Biotech, Inc.",Healthcare,Biotechnology,USA,3.56,,,,2.26,0.22,3.43,,,,-4.85,-83.79,48.1,0,,-19.88,86.16,-74.69,9.14,8.61,0.09,,9.88,-15.05,4.89,9.17,-54.04,-108.81,-65.8,0.62,,0,0,,-1449.62,-1107.9,-4.88,-18.75,8.33,14.71,-23.53,-9.3,1.72,0.04,4.08,7.17,-9.2,-16.49,-3.21,-44.29,18.18,-68.55,95,37.97,-9.3,7.5,3,45.91,1.2,0.39,-2.5,54981,
3865,MRO,Marathon Oil Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,23679.2,13.15,10.61,2.68,1.5,1.31,35.29,,2.03,25.73,2.55,-9.55,22.48,-19.02,4.91,-25.24,11.89,9.53,706.42,704.05,0.21,0.68,80.49,-0.41,1.2,1.46,5.56,10.39,6.68,0.6,0.55,0.25,0.36,61.75,37.44,11.45,1.33,10.01,14.01,33.87,5.34,9.33,1.25,0.62,1.81,1.9,4.23,6.97,18.66,-2.13,13.24,-3.82,46.4,66.14,-1.3,0.53,1.9,5776.97,0.69,33.52,-0.77,3966897,2/6/2013 8:30
3866,MRTN,Marten Transport Ltd.,Services,Trucking,USA,458.78,16.87,13.56,1.61,0.72,,132.21,,0.48,68.51,1.23,11.9,13.33,12.55,10.5,2.66,0.3,5.1,22.11,15.59,23.3,0.19,67.76,-20.62,2.41,7,5.67,8.42,6.32,2.04,,0.01,0.01,29.34,7.18,4.27,6.52,13.89,23.15,24.62,2.32,12.83,0.61,0.57,2.53,2.79,8.47,12.93,13.37,-2.44,23.99,-6.14,29.25,72.9,0.92,0.24,2.3,53.58,1.21,20.75,1.17,64697,1/22/2013 16:30
3867,MRVL,Marvell Technology Group Ltd.,Technology,Semiconductor - Integrated Circuits,Bermuda,5039.7,16.24,13.08,1.35,1.61,1.08,2.5,10.73,2.55,29.47,0.58,-26.12,-10,15.25,12,8.68,-61.32,-17.84,535,431.66,27.24,-0.03,68.91,0.7,1.49,0.51,5.97,6.94,6.72,4.63,4.09,0,0,53.47,10.24,10.75,8.53,27.3,24.44,-12.37,-40.15,29.75,1.2,0.32,4.04,3.55,14.02,14.48,-9.28,0.43,34.96,-43.14,34.96,70.81,2.73,0.11,2.8,12484.62,0.68,9.42,2.84,8534679,2/21/2013
3868,MS,Morgan Stanley,Financial,Investment Brokerage - National,USA,44189.86,,8.96,,1.37,0.73,,,0.9,,-0.04,-103.32,22.06,-20.52,14.2,-17.32,308.67,20.38,1980.72,1546.28,0.1,0.51,60.67,-0.01,1.34,0.99,,,,,,,,63.59,1.59,2.07,-0.31,18.17,30.77,73.35,24.57,16.68,1.62,0.57,2.41,2.49,8.67,19.96,37.87,-3.13,39.87,-3.13,83.16,72.06,-2.11,0.4,2.5,20825.49,0.67,22.31,-1.72,13876487,1/18/2013 8:30
3869,MSA,Mine Safety Appliances Co.,Healthcare,Medical Appliances & Equipment,USA,1686.48,19.33,17.15,1.28,1.42,3.49,22.65,27.16,2.45,45.67,2.36,81.15,15.15,1.62,15.1,5.1,-4.18,-4.62,36.96,31.71,2.07,-19.89,60.47,-0.62,2.45,8.33,7.52,18.36,8.91,2.66,1.88,0.63,0.63,41.77,10.82,7.5,2.65,9.32,25.29,30.71,36.29,6.84,1.32,0.83,2.15,1.65,3.87,11.63,17.96,-0.07,27.71,-0.07,43.93,72.75,-0.09,0.26,1.8,93.17,1.48,45.63,0.18,138051,2/12/2013
3870,MSB,Mesabi Trust,Financial,Diversified Investments,USA,316.85,9.86,15.99,,9.56,115,21.12,21.08,8.12,105.89,2.45,2.38,-36.82,14.15,,13.79,-15.5,-15.42,13.12,13.08,0.32,,17.52,0.88,2.01,2.24,170.69,852.77,852.77,,,0,0,,97,97,-3.75,-0.08,-14.57,-3.78,-23.58,-5.11,1.79,0.91,2.2,3.69,-6.63,-0.76,-5.09,-13.75,12.27,-25.23,12.27,43.03,-2.78,-1.7,3,117.3,1.28,24.15,-4.43,150285,12/6/2012
3871,MSBF,MSB Financial Corp.,Financial,Regional - Northeast Banks,USA,34.85,115,,,2.61,0.86,2.31,10.89,1.74,73.81,0.06,-28.82,,-20.61,,-3.07,-184.24,-12.99,5.05,1.74,0.3,-39.76,9.76,12.58,0.07,0.95,0.08,0.72,,,,0,0,,4.01,2.71,6.15,5.83,14.05,18.76,32.95,2.99,0.3,0.17,1.74,1.21,3.54,7.06,14.47,-5.99,61.97,-5.99,61.97,58.49,0,0,,1.36,0.92,6.9,0,0,11/8/2012
3872,MSCC,Microsemi Corp.,Technology,Semiconductor - Integrated Circuits,USA,1879.03,64.56,8.43,4.3,1.84,1.91,9.24,,,,0.32,-153.19,23.12,14.59,15,18.02,130.11,2.77,90.95,90.05,1.1,-8.25,98.3,0.06,2.91,5.02,1.53,3.22,1.66,4.03,2.9,0.79,0.79,55.88,8.29,2.86,2.28,0.05,9.89,17.92,-0.77,-1.81,1.25,0.58,3.6,2.8,-1.18,3.2,6.08,-5.75,20.61,-7.35,24.68,54.42,2.08,-0.05,1.6,522.25,1.07,20.66,2.02,559547,1/24/2013 16:30
3873,MSCI,MSCI Inc.,Technology,Application Software,USA,4153.84,24.13,16.2,1.61,4.47,2.83,9.56,12.85,,0,1.41,6.5,6.6,13.35,15,23.73,-3.61,4.63,122.1,119.83,1.62,-6.61,,5.79,5.23,8.3,5.7,12.75,6.72,1.36,,0.56,0.59,69.54,35.87,18.76,6.01,11.25,25.3,4.2,4.9,9.78,1.37,0.52,1.4,1.43,6.11,13.28,5.41,0.98,32.94,-10.87,37.34,79.42,0.65,0.42,2.7,754.51,0.6,34.02,1.07,452418,2/7/2013 8:30
3874,MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,Financial,Closed-End Fund - Debt,USA,292.92,11.35,,,16.76,1.02,,,5.82,,1.09,,,,,,48.4,-0.7,23.67,23.67,13.76,,32.55,11.75,0.06,0.21,,,,,,,,,,,0.04,4.96,4.17,10.2,24,3.56,0.62,0.13,0.95,1,0.94,3.04,8.73,-1.47,10.27,-1.47,24.73,58.35,-0.68,0.24,,65.29,0.84,12.38,-0.44,55094,
3875,MSEX,Middlesex Water Co.,Utilities,Water Utilities,USA,307.28,22.95,18.58,8.5,2.88,1.66,170.71,,3.84,86.13,0.85,-11.86,17.98,0.57,2.7,4.72,18.51,12.84,15.75,15.24,0.9,7.59,42.63,0.3,1.89,9.2,2.6,7.53,2.87,0.51,0.48,0.72,0.89,,24.49,12.87,1.19,1.51,5.23,7.14,7.37,-0.26,0.48,0.32,1.72,1.68,0.62,3.05,5.07,-2.74,11.61,-2.74,11.71,57.26,1.14,0.16,2.3,31.29,1,19.51,1.3,31184,3/6/2013
3876,MSF,Morgan Stanley Emerging Markets Fund Inc.,Financial,Closed-End Fund - Foreign,USA,275.52,,,,50.37,1.05,,,0.5,,-2.18,,,,,,,-23.7,17.22,17.21,,,45.71,-0.13,0.04,0.22,,,,,,,,,,,-0.81,6.1,10.65,20.66,13.96,3.23,1.4,0.21,1.2,1.28,0.62,4.85,11.4,-2.26,14.36,-2.26,24.7,60.55,0.25,-0.25,,32.57,1.06,16,0,34619,
3877,MSFG,Mainsource Financial Group,Financial,Regional - Midwest Banks,USA,267.96,10.15,10.73,3.38,2.46,0.83,,,0.91,,1.3,27.03,-2.38,2.2,3,-5.57,30.74,-9.04,20.3,18.8,1.51,10.85,44.06,0.45,1.52,8.54,,,,,,,,,24.12,19.76,0.3,8.55,13.4,17.65,45.21,4.18,1.26,0.31,1.9,2.81,2.37,7.05,10.7,-2.15,18.91,-2.15,47.63,63.13,0.99,0,2,33.47,1.24,13.2,0.99,41351,1/21/2013
3878,MSFT,Microsoft Corporation,Technology,Application Software,USA,233789.51,15.34,8.83,1.82,3.21,3.22,3.42,11.32,3.3,46.66,1.82,-25.91,10.88,7.01,8.42,7.6,-3.49,2.73,8376.25,7637.72,5.32,-6.01,67.46,0.04,0.98,1.34,12.83,22.62,16.84,2.81,2.76,0.16,0.2,75.35,26.76,21.2,2.43,3.91,0.33,-1.76,-2.92,4.5,0.97,0.5,2.04,1.68,3.19,3.32,-3.82,-1.13,6.29,-13.46,6.29,62.12,-0.35,0.47,2,55512.1,1.01,27.91,0.11,56005352,1/24/2013 16:30
3879,MSG,The Madison Square Garden Company,Services,Entertainment - Diversified,USA,3774.44,36.69,28.51,1.59,2.88,2.81,18.39,,,0,1.36,-8,36.72,10.73,23.03,,-3.93,14.93,75.64,60.18,1.07,131.67,90.72,-0.06,1.21,2.5,4.22,8.25,5.38,0.77,,0,0,45.4,14.6,8.08,1.92,13.25,21.47,40.56,68.47,12.51,,0.84,0.91,1.82,6.09,10.32,24.44,-0.58,18.11,-0.58,74.48,79.03,-0.7,0.12,2.3,290.97,0.51,49.9,-0.58,147872,2/4/2013
3880,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,16552.3,19.67,13.66,1.47,1.9,5.07,4.59,31.41,1.76,31.1,3,34.25,15.51,23.35,13.4,1.78,119.2,6.13,280.5,279.76,0.33,-5.12,86.38,0.26,2.67,4.14,6.6,20.71,9.06,2.22,2.07,0.57,0.57,50,14.29,10.09,0,8.59,19.14,24.68,33.84,5.98,1.5,0.9,1.96,1.55,3.47,6.81,17.63,-0.79,13.6,-0.79,36.15,69.9,0.51,0.19,2.5,1804.9,0.65,59.01,0.7,1180428,1/23/2013 8:30
3881,MSL,Midsouth Bancorp Inc.,Financial,Regional - Southeast Banks,USA,175.02,22.57,13.36,4.51,2.89,1.04,7.77,29.02,1.68,37.95,0.74,-42.19,45.35,-26.13,5,0.31,603.59,17.04,10.48,7.84,21.41,27.94,39.91,2.17,2.35,18.41,0.7,5.99,,,,0.09,0.42,,18.28,13.42,-0.42,3.79,10.38,16.62,28.56,2.14,1.13,0.49,1.64,2.91,0.95,7.07,14.56,-2.68,20.47,-2.68,41.28,56.66,2.9,-1.28,2.2,10.01,1.13,16.7,1.58,11287,1/28/2013
3882,MSM,MSC Industrial Direct Co. Inc.,Services,Industrial Equipment Wholesale,USA,4986.32,19.03,16.73,1.53,2.09,4,21.35,32.2,1.52,25.42,4.15,19.43,13.73,9.54,12.45,6.89,5.65,5.83,63.15,51.77,0.9,11.8,95.74,-0.43,2.68,3.35,18.69,22.65,21.24,5.63,3.39,0,0,45.7,17.5,10.99,2.25,7.36,14.42,19.27,4.9,4.75,1.23,1.81,2.01,2.34,3.19,7.61,12.07,-0.93,15.97,-5.41,29.71,62.92,-0.78,0,2.2,414.83,0.95,78.96,-0.78,392088,1/10/2013 8:30
3883,MSN,Emerson Radio Corp.,Consumer Goods,Electronic Equipment,USA,46.34,4.07,,,0.31,0.63,0.88,2.69,,0,0.42,-33.2,,25.19,,-10.51,10.45,-16.11,27.13,9.93,62.38,,19.16,0.39,0.12,1.18,12.64,17.49,16.58,4.57,3.94,0,0,15.31,8.77,7.49,0.48,-0.69,-2.39,-15.44,-0.69,-1.26,1.3,0.06,1.79,3.28,-0.57,-0.51,-11.24,-9.14,6.76,-21.28,10.21,49.9,-1.83,1.75,,10.2,1.88,1.71,-0.11,19180,11/23/2012
3884,MSO,Martha Stewart Living Omnimedia Inc.,Services,Publishing - Periodicals,USA,185.11,,19.71,,0.91,1.99,3.59,146.92,,,-0.78,-57.55,193.8,-11.08,15,-5.14,-328.72,-16.58,67.07,38.72,0.58,2.64,24.93,-4.67,3.05,6.06,-29.8,-48.73,-41.98,2.13,2.03,0,0,44.81,-28.48,-26.11,1.85,10.84,-5.8,-10.97,-35.06,12.65,1.78,0.12,3.17,4.37,3,7.23,-8.58,-5.15,21.05,-43.56,21.05,57.96,4.55,-0.75,2.5,194.87,1.29,2.76,3.76,250810,2/25/2013
3885,MSON,Misonix Inc.,Healthcare,Medical Appliances & Equipment,USA,51.87,246.67,56.92,,3.05,3.33,7.79,,,0,0.03,71.08,84.6,15.47,,-18.06,104.6,42.07,7.01,5.78,6.4,7.17,11.13,-7.36,0.6,0.64,1.33,1.57,1.55,7.77,5.39,0,0,59.74,-4.5,1.37,8.19,10.78,68.95,170.07,289.47,-8.19,0.92,0.57,5.98,7.64,3.29,12.94,92.84,-18.95,84.54,-18.95,362.5,57.15,2.21,0.84,1,54.35,0.34,7.4,3.06,18469,2/4/2013
3886,MSP,Madison Strategic Sector Premium Fund,Financial,Closed-End Fund - Equity,USA,68.56,,,,,,,,8.8,,,,,,,,,,5.8,5.8,,,11.76,4.6,0.1,0.31,,,,,,,,,,,1.46,7.45,8.04,12.89,11.72,6.58,1.01,0.12,0.8,0.97,3.1,6.3,8.55,-0.25,15.83,-0.25,17.95,73.09,0.17,0.34,,18.4,0.84,11.82,0.51,15452,
3887,MSPD,Mindspeed Technologies Inc.,Technology,Semiconductor Equipment & Materials,USA,181.75,,14.37,,1.29,2.2,3.7,,,,-0.93,-3706.29,2900,-9.33,20,1.99,-139.08,-11.07,42.17,40.08,3.74,-3.07,62.54,3.66,6.94,7.66,-21.29,-43.34,-28.94,1.52,1.33,0.65,0.91,55.68,-27.36,-23.23,-7.31,-4.43,30.21,68.36,-22.9,-7.91,2.26,0.2,4.76,4.39,-6.54,4.52,22.2,-11.86,42.72,-40.8,86.58,44,-1.82,0.69,2.1,362.82,1.13,4.31,-1.15,408448,1/28/2013 16:30
3888,MSTR,MicroStrategy Inc.,Technology,Business Software & Services,USA,1116.15,51.77,30.21,2.16,1.89,5.86,5.15,50.9,,0,1.92,-56.39,58.94,-21.08,24,12.62,-4.29,1.08,11.23,8.96,0.04,-22.31,95.14,-11.21,3.98,2.79,4.89,12.02,9.02,1.64,,0,0,74.47,4.34,3.61,5.97,5.52,-10.96,-12.65,-11.57,6.44,1.3,2.88,4.28,2.78,5.48,7.99,-15.5,-4.9,18.66,-37.88,18.66,66.25,-1.17,-1.22,2.9,127.59,1.45,99.39,-2.38,185346,1/28/2013
3889,MSXX,PureFunds ISE Mining Service ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,7.93,,,,6.86,,0.32,1.23,1.07,1.84,7.62,7.62,-0.71,19.21,-0.71,19.21,,-0.79,1.14,,2.69,3.55,23.83,0.34,9570,
3890,MT,Arcelor Mittal,Basic Materials,Steel & Iron,Luxembourg,29077.71,,20.79,,0.33,0.49,9.72,,3.67,,-0.51,-44.86,132.7,-28.34,33,11.02,-340.19,-18.55,1665.39,977.13,,,3.34,13.12,1.3,1.6,-0.64,-1.29,-0.84,1.37,0.56,0.4,0.48,94.66,2.02,-0.9,-0.68,3.07,13.08,25.25,-14.41,-0.06,2.12,0.42,1.97,2.06,0.22,6.06,13.23,-2.95,21.89,-22.59,34.77,54.8,-1.36,-0.28,2.3,7968.81,0.96,17.46,-1.63,7631763,2/8/2011
3891,MTB,M&T Bank Corporation,Financial,Regional - Northeast Banks,USA,13201.67,13.68,11.61,1.25,4.49,1.29,6.66,,2.72,37.33,7.54,18.75,5.84,4.87,10.92,-3.66,107.95,4.1,128.01,117.16,2.7,-11.06,77.62,-0.3,6.44,9.18,1.28,10.75,,,,0.45,0.56,,36.39,24.13,-0.15,4.31,-0.02,24.04,29.89,4.73,0.91,1.33,1.16,1.27,0.8,3.39,14.15,-1.71,8.52,-1.71,36.11,56.76,-0.84,0.01,2.8,821.58,1.09,103.13,-0.83,893897,1/16/2013 8:30
3892,MTD,"Mettler-Toledo International, Inc.",Healthcare,Medical Instruments & Supplies,Switzerland,6499.66,24.27,20.46,1.73,2.79,8.15,61.68,29.42,,0,8.74,20.68,10.79,16.27,14,7.68,9.42,-3.75,30.64,30.39,0.83,-1.57,98.91,-0.1,4.25,7.07,12.88,34.68,17.62,1.51,1.12,0.47,0.52,52.75,15.61,12.03,1.35,10.84,31.11,40.38,20.69,9.74,1.08,3.81,1.65,1.97,4.66,10.18,23.14,-1.02,23.31,-1.02,47.72,70.33,-0.72,-0.3,2.5,182.97,0.58,212.13,-1.02,106945,2/6/2013 16:30
3893,MTDR,Matador Resources Company,Basic Materials,Independent Oil & Gas,USA,445.12,,17.04,,3.3,1.11,100.25,,,,-0.15,-273.44,9.3,0,,40.11,-216.49,30.5,55.57,45.25,2.8,5.42,32.11,0.06,1.11,1.38,-1.78,-2.62,-2.05,0.45,0.44,0.27,0.27,76.15,-5.79,-6.43,-0.74,-0.12,-10.2,-20.93,,-2.32,,0.27,2.97,3.37,-1.73,-3.78,-17.63,-11.78,4.03,-35.04,4.03,43.87,-0.74,0.62,1.8,363.75,0.61,8.01,-0.12,220807,11/12/2012 8:30
3894,MTEX,Mannatech Inc.,Consumer Goods,Personal Products,USA,15.71,,,,0.09,0.8,1.23,,,,-3.26,-94.59,,-50.73,17.5,-13.32,159.69,-14.79,2.65,1.57,0.53,0.56,9.1,-54.73,0.33,1.01,-14.9,-35.87,-28.26,1.5,0.76,0.05,0.08,41.16,-4.73,-4.81,-6.76,-2.63,20.04,-3.58,30.33,5.52,0.62,0.37,6.92,6.52,-4.84,-8.73,2.29,-24.75,11.89,-24.94,88.85,43.01,-5.57,-5.42,,5.11,2.16,5.93,-10.69,11047,11/7/2012 16:30
3895,MTG,MGIC Investment Corp.,Financial,Property & Casualty Insurance,USA,555.58,,,,0.38,0.85,0.76,,,,-3.35,-17.23,81.1,9.94,5,0.47,-48.81,-9.18,202.03,199.07,1.24,8.21,81.06,-0.82,14.97,6.68,-9.82,-65.7,,,,1.22,1.22,,-44.3,-46.47,-2.14,5.36,43.23,23.32,-33.41,3.38,3.36,0.18,6.95,6.05,-4.99,17.61,21.98,-17.42,93.66,-46.6,316.67,51.43,2.23,-6.6,3.1,4464.59,1.54,2.75,-4.51,6874898,1/25/2013
3896,MTGE,American Capital Mortgage Investment Crp,Financial,REIT - Diversified,USA,928.26,2.94,7.25,1.17,8.6,1.02,5.94,21.54,14.06,37.92,8.72,197.3,7.95,0,2.5,,5830.3,4281.6,36.26,35.89,0.48,-86.01,45.66,-3.5,3.04,1.74,4.61,38.95,4.76,,,0,0,85.95,201.47,201.04,-0.58,7.56,8.52,12.43,55.91,8.61,,0.34,1.05,1.29,2.09,4.63,11.58,-1.16,24.3,-1.16,55.85,60.39,1.55,0,1.9,628.35,0.62,25.6,1.55,391369,10/31/2012 16:30
3897,MTH,Meritage Homes Corporation,Industrial Goods,Residential Construction,USA,1520.76,,20.35,,1.41,2.55,4.99,,,,-0.08,-394.64,187.67,-53.71,4,-24.29,290.1,57.51,35.59,33.33,0.97,-8,96.35,-0.32,6.59,4.19,-0.13,-0.32,-0.14,,,1.21,1.21,9.4,-0.59,-0.16,1.45,17.13,7.52,29.48,53.98,14.4,1.72,1.13,2.55,2.86,5.19,12.84,22.54,-2.44,32.17,-2.44,82.53,68.64,-0.65,0.4,2.4,524.05,0.91,42.73,-0.26,474447,1/31/2013 8:30
3898,MTK,SPDR Morgan Stanley Technology,Financial,Exchange Traded Fund,USA,175.1,,,,,,,,0.89,,,,,,,,,,2.4,2.38,,,,,0,0,,,,,,,,,,,1.89,7.28,12.64,18.21,15.08,6.73,1.2,0.7,0.53,0.75,3.53,7.35,10.32,0.04,17.98,0.04,22.47,78.36,-0.19,0.44,,5,4.03,72.96,0.25,20126,
3899,MTL,Mechel OAO,Basic Materials,Steel & Iron,Russia,3757.55,,14.72,,0.32,0.65,6.45,4.95,,,-1.03,0.18,-28.13,1.15,,23.33,113.58,-15.43,555.03,232.75,,,14.35,-0.46,6.45,8.06,-1.73,-9.44,-2.31,1.19,0.69,1.76,2.34,30.21,2.98,-2.73,-4.38,0.15,-1.31,25.37,-40.98,-2.31,2.88,0.23,3.53,3.31,-3.75,2.09,1.1,-9.37,20.46,-45.27,33.27,45.92,-1.6,0.88,3.4,1863.4,0.63,6.77,-0.73,1177094,4/21/2010
